"Geography/Registration Address/Voter File Source State","Demographics/Individual/Ethnicity/VoterBase Race","Voting/Voting Behavior/TSP - Mid-Term General Turnout Score Bucket","Issues/Modeled/TSP - Partisan Score Bucket","Geography/Registration Address/Voter File State House District","All Record Count"
"MS","W - White","90-100","0-9.9","074","3,407"
"MS","W - White","90-100","0-9.9","073","3,206"
"MS","W - White","90-100","0-9.9","058","2,927"
"MS","W - White","90-100","0-9.9","059","2,445"
"MS","W - White","80-89.9","0-9.9","074","2,445"
"MS","W - White","80-89.9","0-9.9","077","2,424"
"MS","W - White","80-89.9","0-9.9","060","2,358"
"MS","W - White","80-89.9","0-9.9","059","2,310"
"MS","W - White","80-89.9","0-9.9","058","2,289"
"MS","W - White","80-89.9","0-9.9","079","2,250"
"MS","W - White","80-89.9","0-9.9","092","2,132"
"MS","W - White","90-100","0-9.9","060","2,120"
"MS","W - White","80-89.9","0-9.9","083","2,095"
"MS","W - White","80-89.9","0-9.9","081","2,057"
"MS","W - White","80-89.9","0-9.9","062","2,018"
"MS","W - White","80-89.9","0-9.9","044","1,996"
"MS","W - White","80-89.9","0-9.9","084","1,986"
"MS","W - White","80-89.9","0-9.9","073","1,974"
"MS","W - White","90-100","0-9.9","083","1,970"
"MS","W - White","80-89.9","0-9.9","075","1,768"
"MS","B - Black","80-89.9","90-100","091","1,709"
"MS","W - White","90-100","0-9.9","062","1,692"
"MS","W - White","80-89.9","0-9.9","090","1,657"
"MS","W - White","80-89.9","0-9.9","053","1,654"
"MS","W - White","80-89.9","0-9.9","078","1,654"
"MS","W - White","90-100","0-9.9","061","1,605"
"MS","W - White","90-100","0-9.9","077","1,587"
"MS","B - Black","80-89.9","90-100","042","1,587"
"MS","W - White","80-89.9","0-9.9","061","1,539"
"MS","W - White","80-89.9","0-9.9","100","1,518"
"MS","W - White","90-100","0-9.9","081","1,508"
"MS","W - White","80-89.9","0-9.9","099","1,444"
"MS","W - White","90-100","0-9.9","064","1,375"
"MS","W - White","90-100","0-9.9","075","1,347"
"MS","W - White","90-100","0-9.9","092","1,328"
"MS","B - Black","80-89.9","90-100","098","1,302"
"MS","W - White","70-79.9","0-9.9","074","1,194"
"MS","W - White","70-79.9","0-9.9","058","1,171"
"MS","W - White","70-79.9","0-9.9","062","1,148"
"MS","W - White","70-79.9","0-9.9","077","1,136"
"MS","W - White","90-100","0-9.9","043","1,123"
"MS","W - White","70-79.9","0-9.9","060","1,111"
"MS","W - White","70-79.9","0-9.9","079","1,108"
"MS","W - White","90-100","0-9.9","084","1,095"
"MS","B - Black","80-89.9","90-100","082","1,076"
"MS","W - White","90-100","0-9.9","044","1,070"
"MS","W - White","80-89.9","0-9.9","091","1,064"
"MS","B - Black","80-89.9","90-100","045","1,061"
"MS","B - Black","70-79.9","90-100","042","1,050"
"MS","W - White","70-79.9","0-9.9","044","1,042"
"MS","W - White","90-100","0-9.9","053","1,011"
"MS","W - White","70-79.9","0-9.9","092","1,008"
"MS","W - White","70-79.9","0-9.9","059","980"
"MS","W - White","70-79.9","0-9.9","084","958"
"MS","B - Black","90-100","90-100","038","955"
"MS","W - White","80-89.9","0-9.9","064","949"
"MS","W - White","70-79.9","0-9.9","083","930"
"MS","W - White","60-69.9","0-9.9","062","929"
"MS","B - Black","70-79.9","90-100","091","922"
"MS","W - White","90-100","0-9.9","100","920"
"MS","B - Black","80-89.9","90-100","084","900"
"MS","W - White","70-79.9","0-9.9","073","898"
"MS","B - Black","80-89.9","90-100","038","898"
"MS","W - White","90-100","0-9.9","090","890"
"MS","W - White","70-79.9","0-9.9","081","886"
"MS","W - White","70-79.9","0-9.9","075","871"
"MS","B - Black","80-89.9","90-100","080","871"
"MS","W - White","90-100","0-9.9","078","862"
