"Geography/Registration Address/Voter File Source State","Demographics/Individual/Ethnicity/VoterBase Race","Voting/Voting Behavior/TSP - Mid-Term General Turnout Score Bucket","Issues/Modeled/TSP - Partisan Score Bucket","Geography/Registration Address/Voter File State House District","All Record Count"
"PA","W - White","40-49.9","90-100","177","1,091"
"PA","W - White","70-79.9","90-100","151","1,090"
"PA","W - White","20-29.9","0-9.9","145","1,083"
"PA","W - White","60-69.9","90-100","145","1,081"
"PA","W - White","50-59.9","0-9.9","170","1,081"
"PA","W - White","50-59.9","90-100","142","1,075"
"PA","W - White","30-39.9","0-9.9","145","1,068"
"PA","W - White","70-79.9","90-100","053","1,066"
"PA","W - White","60-69.9","90-100","172","1,050"
"PA","W - White","40-49.9","90-100","142","1,042"
"PA","W - White","60-69.9","90-100","173","1,040"
"PA","W - White","10-19.9","90-100","144","1,040"
"PA","H - Hispanic or Latino","20-29.9","90-100","179","1,035"
"PA","W - White","50-59.9","90-100","144","1,034"
"PA","W - White","70-79.9","0-9.9","131","1,028"
"PA","W - White","20-29.9","90-100","181","1,021"
"PA","B - Black","0-9.9","90-100","198","1,016"
"PA","W - White","70-79.9","0-9.9","151","1,008"
"PA","W - White","40-49.9","90-100","144","1,006"
"PA","W - White","30-39.9","90-100","031","1,004"
"PA","W - White","80-89.9","90-100","202","1,002"
"PA","B - Black","60-69.9","90-100","181","1,002"
"PA","B - Black","80-89.9","90-100","180","1,001"
"PA","W - White","50-59.9","90-100","178","999"
"PA","W - White","40-49.9","0-9.9","018","998"
"PA","H - Hispanic or Latino","50-59.9","90-100","179","997"
"PA","W - White","50-59.9","90-100","170","996"
"PA","B - Black","50-59.9","90-100","197","995"
"PA","W - White","30-39.9","90-100","141","993"
"PA","B - Black","40-49.9","90-100","181","991"
"PA","W - White","0-9.9","90-100","141","988"
"PA","W - White","10-19.9","90-100","029","986"
"PA","W - White","50-59.9","90-100","018","984"
"PA","W - White","20-29.9","90-100","177","982"
"PA","B - Black","60-69.9","90-100","197","973"
"PA","W - White","30-39.9","0-9.9","143","972"
"PA","W - White","10-19.9","90-100","141","971"
"PA","W - White","10-19.9","0-9.9","143","969"
"PA","W - White","80-89.9","90-100","181","969"
"PA","W - White","40-49.9","90-100","178","968"
"PA","B - Black","50-59.9","90-100","181","958"
"PA","H - Hispanic or Latino","40-49.9","90-100","179","958"
"PA","W - White","10-19.9","90-100","143","951"
"PA","B - Black","30-39.9","90-100","197","951"
"PA","B - Black","40-49.9","90-100","197","946"
"PA","H - Hispanic or Latino","70-79.9","90-100","179","945"
"PA","B - Black","0-9.9","90-100","197","945"
"PA","W - White","10-19.9","90-100","145","944"
"PA","W - White","40-49.9","90-100","018","941"
"PA","H - Hispanic or Latino","80-89.9","90-100","179","939"
"PA","W - White","50-59.9","90-100","145","935"
"PA","W - White","90-100","0-9.9","177","921"
"PA","B - Black","90-100","90-100","197","920"
"PA","W - White","40-49.9","0-9.9","170","915"
"PA","W - White","30-39.9","90-100","177","911"
"PA","W - White","20-29.9","90-100","029","911"
"PA","W - White","0-9.9","90-100","145","907"
"PA","W - White","60-69.9","90-100","151","906"
"PA","W - White","0-9.9","90-100","144","900"
"PA","W - White","30-39.9","0-9.9","178","897"
"PA","W - White","30-39.9","90-100","140","895"
"PA","W - White","20-29.9","90-100","141","895"
"PA","W - White","10-19.9","0-9.9","178","891"
"PA","W - White","40-49.9","90-100","145","890"
"PA","W - White","40-49.9","90-100","170","879"
"PA","B - Black","10-19.9","90-100","180","870"
"PA","W - White","50-59.9","90-100","174","868"
"PA","W - White","70-79.9","90-100","182","862"
"PA","W - White","60-69.9","0-9.9","053","860"
"PA","W - White","10-19.9","90-100","018","857"
"PA","B - Black","0-9.9","90-100","181","853"
"PA","W - White","10-19.9","0-9.9","144","851"
"PA","W - White","20-29.9","0-9.9","143","847"
"PA","W - White","50-59.9","90-100","172","847"
"PA","W - White","80-89.9","90-100","197","839"
"PA","W - White","40-49.9","0-9.9","177","836"
"PA","W - White","30-39.9","90-100","143","835"
"PA","W - White","90-100","90-100","203","834"
"PA","W - White","40-49.9","90-100","174","833"
"PA","W - White","10-19.9","90-100","177","832"
"PA","W - White","60-69.9","0-9.9","131","831"
"PA","W - White","0-9.9","90-100","029","829"
"PA","H - Hispanic or Latino","60-69.9","90-100","179","827"
"PA","W - White","0-9.9","90-100","018","826"
"PA","W - White","40-49.9","90-100","181","823"
"PA","W - White","0-9.9","0-9.9","143","813"
"PA","W - White","0-9.9","90-100","143","808"
"PA","W - White","60-69.9","90-100","053","802"
"PA","W - White","70-79.9","0-9.9","172","800"
"PA","B - Black","0-9.9","90-100","203","800"
"PA","W - White","10-19.9","90-100","142","798"
"PA","W - White","70-79.9","0-9.9","174","798"
"PA","W - White","40-49.9","0-9.9","131","794"
"PA","B - Black","90-100","90-100","202","794"
"PA","W - White","50-59.9","90-100","173","793"
"PA","B - Black","0-9.9","90-100","180","786"
"PA","H - Hispanic or Latino","30-39.9","90-100","179","785"
"PA","W - White","10-19.9","90-100","031","780"
"PA","W - White","0-9.9","0-9.9","141","779"
"PA","W - White","0-9.9","0-9.9","144","778"
"PA","W - White","10-19.9","0-9.9","141","767"
"PA","W - White","50-59.9","0-9.9","131","763"
"PA","W - White","70-79.9","0-9.9","173","760"
"PA","W - White","10-19.9","90-100","178","755"
"PA","W - White","60-69.9","0-9.9","172","752"
"PA","W - White","60-69.9","0-9.9","151","750"
"PA","W - White","30-39.9","0-9.9","031","749"
"PA","W - White","30-39.9","90-100","142","747"
"PA","H - Hispanic or Latino","80-89.9","90-100","203","745"
"PA","B - Black","90-100","90-100","177","743"
"PA","W - White","70-79.9","0-9.9","177","740"
"PA","W - White","50-59.9","0-9.9","174","737"
"PA","B - Black","80-89.9","90-100","173","737"
"PA","W - White","30-39.9","0-9.9","141","733"
"PA","W - White","50-59.9","0-9.9","053","727"
"PA","W - White","40-49.9","90-100","172","726"
"PA","W - White","20-29.9","90-100","140","726"
"PA","W - White","80-89.9","0-9.9","147","720"
"PA","W - White","30-39.9","0-9.9","140","720"
"PA","W - White","30-39.9","0-9.9","144","720"
"PA","W - White","50-59.9","90-100","151","716"
"PA","W - White","60-69.9","0-9.9","174","715"
"PA","W - White","30-39.9","0-9.9","029","711"
"PA","W - White","0-9.9","0-9.9","018","709"
"PA","W - White","30-39.9","0-9.9","142","708"
"PA","W - White","10-19.9","90-100","181","707"
"PA","W - White","40-49.9","90-100","182","707"
"PA","W - White","70-79.9","90-100","181","706"
"PA","H - Hispanic or Latino","80-89.9","90-100","177","706"
"PA","W - White","10-19.9","90-100","140","706"
"PA","B - Black","40-49.9","90-100","180","705"
"PA","H - Hispanic or Latino","0-9.9","90-100","179","704"
"PA","B - Black","70-79.9","90-100","177","703"
"PA","W - White","20-29.9","90-100","145","702"
"PA","W - White","30-39.9","90-100","170","699"
"PA","W - White","30-39.9","90-100","018","698"
"PA","W - White","90-100","90-100","182","694"
"PA","W - White","40-49.9","0-9.9","174","693"
"PA","W - White","30-39.9","90-100","182","692"
"PA","B - Black","70-79.9","90-100","202","692"
"PA","W - White","20-29.9","90-100","143","690"
"PA","B - Black","80-89.9","90-100","174","690"
"PA","W - White","0-9.9","0-9.9","178","690"
"PA","H - Hispanic or Latino","10-19.9","90-100","179","689"
"PA","W - White","80-89.9","90-100","203","687"
"PA","B - Black","70-79.9","90-100","180","686"
"PA","W - White","10-19.9","90-100","151","686"
"PA","W - White","10-19.9","90-100","053","685"
"PA","W - White","30-39.9","90-100","144","684"
"PA","W - White","0-9.9","90-100","140","680"
"PA","W - White","30-39.9","90-100","174","680"
"PA","W - White","10-19.9","0-9.9","029","679"
"PA","W - White","10-19.9","0-9.9","142","679"
"PA","W - White","0-9.9","90-100","177","675"
"PA","W - White","50-59.9","0-9.9","177","675"
"PA","W - White","0-9.9","90-100","142","672"
"PA","W - White","10-19.9","0-9.9","018","670"
"PA","W - White","20-29.9","90-100","031","668"
"PA","W - White","50-59.9","0-9.9","172","665"
"PA","W - White","20-29.9","0-9.9","144","664"
"PA","W - White","40-49.9","90-100","151","662"
"PA","W - White","40-49.9","90-100","173","659"
"PA","B - Black","50-59.9","90-100","180","656"
"PA","W - White","60-69.9","90-100","182","652"
"PA","W - White","0-9.9","90-100","053","651"
"PA","W - White","40-49.9","90-100","053","647"
"PA","H - Hispanic or Latino","70-79.9","90-100","203","646"
"PA","B - Black","20-29.9","90-100","177","645"
"PA","W - White","20-29.9","0-9.9","141","645"
"PA","W - White","30-39.9","90-100","145","640"
"PA","W - White","30-39.9","90-100","172","639"
"PA","W - White","20-29.9","90-100","144","637"
"PA","H - Hispanic or Latino","40-49.9","90-100","203","629"
"PA","H - Hispanic or Latino","50-59.9","90-100","203","629"
"PA","B - Black","30-39.9","90-100","180","628"
"PA","W - White","20-29.9","0-9.9","178","625"
"PA","W - White","30-39.9","90-100","178","623"
"PA","W - White","30-39.9","90-100","173","620"
"PA","W - White","50-59.9","90-100","053","619"
"PA","W - White","60-69.9","90-100","181","617"
"PA","H - Hispanic or Latino","80-89.9","90-100","202","617"
"PA","B - Black","60-69.9","90-100","180","616"
"PA","W - White","40-49.9","0-9.9","053","615"
"PA","W - White","50-59.9","0-9.9","151","615"
"PA","W - White","20-29.9","0-9.9","029","614"
"PA","W - White","20-29.9","90-100","018","613"
"PA","W - White","60-69.9","0-9.9","177","612"
"PA","W - White","60-69.9","0-9.9","173","611"
"PA","W - White","0-9.9","0-9.9","142","610"
"PA","W - White","20-29.9","90-100","174","609"
"PA","W - White","40-49.9","0-9.9","172","609"
"PA","W - White","50-59.9","0-9.9","173","608"
"PA","W - White","20-29.9","90-100","142","599"
"PA","H - Hispanic or Latino","20-29.9","90-100","177","599"
"PA","W - White","10-19.9","0-9.9","031","596"
"PA","B - Black","60-69.9","90-100","177","596"
"PA","H - Hispanic or Latino","70-79.9","90-100","177","594"
"PA","W - White","20-29.9","90-100","180","590"
"PA","W - White","20-29.9","90-100","170","587"
"PA","W - White","70-79.9","90-100","202","587"
"PA","W - White","10-19.9","90-100","182","582"
"PA","W - White","40-49.9","0-9.9","173","581"
"PA","W - White","30-39.9","0-9.9","018","580"
"PA","H - Hispanic or Latino","50-59.9","90-100","177","579"
"PA","W - White","0-9.9","90-100","151","577"
"PA","W - White","20-29.9","90-100","182","568"
"PA","W - White","90-100","90-100","147","565"
"PA","A - Asian or Pacific Islander","80-89.9","90-100","018","564"
"PA","W - White","10-19.9","0-9.9","053","564"
"PA","H - Hispanic or Latino","20-29.9","90-100","203","564"
"PA","W - White","40-49.9","0-9.9","151","563"
"PA","W - White","90-100","10-19.9","031","563"
"PA","W - White","0-9.9","90-100","178","559"
"PA","W - White","50-59.9","90-100","182","559"
"PA","B - Black","20-29.9","90-100","202","558"
"PA","W - White","0-9.9","90-100","031","557"
"PA","W - White","70-79.9","90-100","131","555"
"PA","W - White","20-29.9","0-9.9","140","551"
"PA","W - White","0-9.9","0-9.9","140","549"
"PA","W - White","50-59.9","90-100","181","547"
"PA","W - White","20-29.9","0-9.9","142","547"
"PA","W - White","30-39.9","0-9.9","170","546"
"PA","W - White","10-19.9","0-9.9","131","546"
"PA","W - White","80-89.9","90-100","180","545"
"PA","H - Hispanic or Latino","30-39.9","90-100","203","544"
"PA","B - Black","60-69.9","90-100","202","541"
"PA","W - White","80-89.9","10-19.9","143","540"
"PA","W - White","20-29.9","90-100","173","540"
"PA","B - Black","40-49.9","90-100","177","539"
"PA","H - Hispanic or Latino","40-49.9","90-100","177","536"
"PA","W - White","0-9.9","0-9.9","131","536"
"PA","W - White","10-19.9","0-9.9","151","535"
"PA","H - Hispanic or Latino","60-69.9","90-100","177","534"
"PA","A - Asian or Pacific Islander","80-89.9","90-100","053","534"
"PA","W - White","20-29.9","0-9.9","031","534"
"PA","W - White","20-29.9","90-100","172","528"
"PA","H - Hispanic or Latino","20-29.9","90-100","202","528"
"PA","W - White","70-79.9","90-100","197","523"
"PA","W - White","0-9.9","0-9.9","029","521"
"PA","W - White","10-19.9","90-100","174","518"
"PA","B - Black","50-59.9","90-100","177","518"
"PA","W - White","10-19.9","90-100","170","515"
"PA","W - White","10-19.9","0-9.9","140","515"
"PA","H - Hispanic or Latino","60-69.9","90-100","203","511"
"PA","W - White","0-9.9","0-9.9","053","509"
"PA","W - White","10-19.9","90-100","172","503"
"PA","W - White","30-39.9","0-9.9","131","502"
"PA","B - Black","80-89.9","90-100","141","499"
"PA","W - White","30-39.9","90-100","053","499"
"PA","B - Black","30-39.9","90-100","177","497"
"PA","H - Hispanic or Latino","60-69.9","90-100","202","494"
"PA","A - Asian or Pacific Islander","80-89.9","90-100","172","492"
"PA","B - Black","40-49.9","90-100","202","489"
"PA","W - White","30-39.9","0-9.9","177","488"
"PA","W - White","80-89.9","10-19.9","031","485"
"PA","W - White","20-29.9","0-9.9","018","485"
"PA","W - White","80-89.9","10-19.9","178","483"
"PA","W - White","10-19.9","90-100","173","483"
"PA","A - Asian or Pacific Islander","80-89.9","90-100","031","482"
"PA","W - White","60-69.9","90-100","202","478"
"PA","H - Hispanic or Latino","70-79.9","90-100","202","476"
"PA","B - Black","10-19.9","90-100","177","475"
"PA","H - Hispanic or Latino","80-89.9","90-100","173","475"
"PA","W - White","80-89.9","0-9.9","175","472"
"PA","W - White","20-29.9","0-9.9","177","472"
"PA","H - Hispanic or Latino","40-49.9","90-100","202","472"
"PA","W - White","30-39.9","0-9.9","174","472"
"PA","W - White","30-39.9","90-100","151","472"
"PA","B - Black","50-59.9","90-100","202","471"
"PA","H - Hispanic or Latino","30-39.9","90-100","202","471"
"PA","W - White","20-29.9","90-100","178","466"
"PA","H - Hispanic or Latino","50-59.9","90-100","202","466"
"PA","H - Hispanic or Latino","30-39.9","90-100","177","462"
"PA","W - White","0-9.9","90-100","173","458"
"PA","A - Asian or Pacific Islander","80-89.9","90-100","175","456"
"PA","W - White","90-100","0-9.9","202","453"
"PA","B - Black","30-39.9","90-100","202","452"
"PA","W - White","20-29.9","0-9.9","170","451"
"PA","W - White","10-19.9","0-9.9","177","446"
"PA","W - White","0-9.9","90-100","180","444"
"PA","B - Black","70-79.9","90-100","173","443"
"PA","W - White","10-19.9","0-9.9","170","440"
"PA","W - White","0-9.9","90-100","170","435"
"PA","W - White","60-69.9","90-100","131","433"
"PA","A - Asian or Pacific Islander","60-69.9","90-100","172","432"
"PA","W - White","10-19.9","90-100","180","431"
"PA","A - Asian or Pacific Islander","50-59.9","90-100","175","429"
"PA","H - Hispanic or Latino","80-89.9","90-100","174","427"
"PA","A - Asian or Pacific Islander","70-79.9","90-100","172","427"
"PA","B - Black","70-79.9","90-100","174","424"
"PA","W - White","90-100","10-19.9","178","423"
"PA","W - White","80-89.9","10-19.9","029","422"
"PA","B - Black","90-100","90-100","173","421"
"PA","A - Asian or Pacific Islander","40-49.9","90-100","172","419"
"PA","B - Black","90-100","90-100","174","418"
"PA","W - White","30-39.9","0-9.9","172","415"
"PA","W - White","90-100","10-19.9","142","415"
