"Geography/Registration Address/Voter File Source State","Demographics/Individual/Ethnicity/VoterBase Race","Voting/Voting Behavior/TSP - Mid-Term General Turnout Score Bucket","Issues/Modeled/TSP - Partisan Score Bucket","Geography/Registration Address/Voter File State House District","All Record Count"
"PA","W - White","90-100","0-9.9","069","7,506"
"PA","W - White","90-100","0-9.9","080","7,164"
"PA","W - White","90-100","0-9.9","086","6,984"
"PA","W - White","90-100","0-9.9","078","6,698"
"PA","W - White","90-100","0-9.9","091","6,145"
"PA","W - White","80-89.9","0-9.9","078","6,108"
"PA","W - White","90-100","0-9.9","090","5,983"
"PA","W - White","90-100","0-9.9","059","5,978"
"PA","W - White","90-100","0-9.9","081","5,957"
"PA","W - White","90-100","0-9.9","089","5,931"
"PA","W - White","80-89.9","0-9.9","090","5,680"
"PA","W - White","80-89.9","0-9.9","080","5,665"
"PA","W - White","90-100","0-9.9","071","5,604"
"PA","W - White","90-100","0-9.9","079","5,421"
"PA","W - White","80-89.9","0-9.9","081","5,361"
"PA","W - White","80-89.9","0-9.9","069","5,334"
"PA","W - White","90-100","0-9.9","057","5,292"
"PA","W - White","90-100","0-9.9","062","5,262"
"PA","W - White","80-89.9","0-9.9","086","5,133"
"PA","W - White","90-100","0-9.9","072","4,949"
"PA","W - White","80-89.9","0-9.9","091","4,942"
"PA","W - White","80-89.9","0-9.9","089","4,916"
"PA","W - White","80-89.9","0-9.9","059","4,908"
"PA","W - White","90-100","0-9.9","048","4,852"
"PA","W - White","90-100","90-100","048","4,850"
"PA","W - White","90-100","90-100","057","4,753"
"PA","W - White","90-100","90-100","072","4,620"
"PA","W - White","90-100","90-100","059","4,288"
"PA","W - White","90-100","0-9.9","193","4,282"
"PA","W - White","90-100","90-100","071","4,158"
"PA","W - White","80-89.9","0-9.9","048","4,118"
"PA","W - White","80-89.9","0-9.9","071","3,996"
"PA","W - White","90-100","90-100","046","3,910"
"PA","W - White","90-100","0-9.9","046","3,747"
"PA","W - White","80-89.9","0-9.9","062","3,743"
"PA","W - White","80-89.9","0-9.9","193","3,711"
"PA","W - White","80-89.9","0-9.9","079","3,675"
"PA","W - White","70-79.9","0-9.9","078","3,634"
"PA","W - White","80-89.9","0-9.9","057","3,580"
"PA","W - White","90-100","90-100","062","3,569"
"PA","W - White","90-100","0-9.9","055","3,524"
"PA","W - White","90-100","90-100","058","3,486"
"PA","W - White","80-89.9","90-100","048","3,409"
"PA","W - White","90-100","90-100","091","3,338"
"PA","W - White","90-100","0-9.9","058","3,318"
"PA","W - White","70-79.9","0-9.9","090","3,309"
"PA","W - White","80-89.9","0-9.9","072","3,296"
"PA","W - White","70-79.9","0-9.9","080","3,281"
"PA","W - White","80-89.9","0-9.9","046","3,180"
"PA","W - White","80-89.9","90-100","059","3,084"
"PA","W - White","70-79.9","0-9.9","069","3,083"
"PA","W - White","70-79.9","0-9.9","081","3,034"
"PA","W - White","70-79.9","0-9.9","086","3,029"
"PA","W - White","90-100","90-100","055","2,989"
"PA","W - White","40-49.9","0-9.9","078","2,933"
"PA","W - White","90-100","0-9.9","040","2,836"
"PA","W - White","70-79.9","0-9.9","091","2,832"
"PA","W - White","80-89.9","0-9.9","058","2,825"
"PA","W - White","90-100","0-9.9","171","2,817"
"PA","W - White","80-89.9","90-100","057","2,817"
"PA","W - White","80-89.9","90-100","046","2,792"
"PA","W - White","80-89.9","0-9.9","055","2,767"
"PA","W - White","50-59.9","0-9.9","078","2,764"
"PA","W - White","70-79.9","0-9.9","089","2,704"
"PA","W - White","70-79.9","0-9.9","059","2,702"
