"Geography/Registration Address/Voter File Source State","Demographics/Individual/Ethnicity/VoterBase Race","Voting/Voting Behavior/TSP - Mid-Term General Turnout Score Bucket","Issues/Modeled/TSP - Partisan Score Bucket","Geography/Registration Address/Voter File State Senate District","All Record Count"
"AK","W - White","80-89.9","10-19.9","R","364"
"AK","W - White","40-49.9","90-100","F","364"
"AK","W - White","80-89.9","40-49.9","O","363"
"AK","W - White","40-49.9","80-89.9","B","362"
"AK","W - White","90-100","10-19.9","M","362"
"AK","W - White","80-89.9","40-49.9","C","361"
"AK","W - White","30-39.9","90-100","L","361"
"AK","W - White","20-29.9","90-100","H","360"
"AK","W - White","90-100","30-39.9","A","359"
"AK","N - Native American","80-89.9","90-100","T","359"
"AK","W - White","0-9.9","90-100","B","358"
"AK","W - White","80-89.9","10-19.9","N","358"
"AK","W - White","90-100","30-39.9","Q","358"
"AK","W - White","0-9.9","30-39.9","O","358"
"AK","W - White","40-49.9","90-100","J","357"
"AK","W - White","10-19.9","90-100","J","357"
"AK","W - White","60-69.9","20-29.9","M","356"
"AK","W - White","90-100","60-69.9","E","355"
"AK","W - White","70-79.9","20-29.9","C","355"
"AK","W - White","80-89.9","40-49.9","N","354"
"AK","W - White","50-59.9","90-100","C","354"
"AK","W - White","90-100","40-49.9","N","353"
"AK","W - White","70-79.9","10-19.9","A","353"
"AK","W - White","10-19.9","30-39.9","D","352"
"AK","W - White","90-100","60-69.9","L","351"
"AK","W - White","80-89.9","90-100","S","351"
"AK","W - White","70-79.9","20-29.9","M","350"
"AK","W - White","90-100","40-49.9","M","350"
"AK","W - White","10-19.9","20-29.9","Q","349"
"AK","W - White","30-39.9","10-19.9","P","349"
"AK","W - White","10-19.9","80-89.9","E","348"
"AK","W - White","60-69.9","10-19.9","R","346"
"AK","W - White","90-100","30-39.9","C","345"
"AK","W - White","50-59.9","20-29.9","O","345"
"AK","W - White","20-29.9","90-100","I","343"
"AK","W - White","80-89.9","40-49.9","M","343"
"AK","W - White","20-29.9","10-19.9","A","342"
"AK","W - White","70-79.9","10-19.9","M","341"
"AK","W - White","10-19.9","90-100","G","341"
"AK","W - White","30-39.9","90-100","I","340"
"AK","W - White","90-100","70-79.9","E","339"
"AK","W - White","50-59.9","20-29.9","D","339"
"AK","W - White","40-49.9","20-29.9","D","339"
"AK","W - White","10-19.9","20-29.9","R","339"
"AK","W - White","90-100","20-29.9","E","338"
"AK","W - White","10-19.9","30-39.9","M","337"
"AK","W - White","10-19.9","40-49.9","N","336"
"AK","W - White","50-59.9","10-19.9","R","336"
"AK","W - White","20-29.9","0-9.9","I","336"
"AK","W - White","30-39.9","0-9.9","E","335"
"AK","W - White","90-100","30-39.9","D","335"
"AK","W - White","40-49.9","90-100","R","335"
"AK","W - White","10-19.9","90-100","I","333"
"AK","W - White","50-59.9","90-100","A","333"
"AK","W - White","70-79.9","90-100","Q","333"
"AK","W - White","0-9.9","0-9.9","P","332"
"AK","W - White","70-79.9","20-29.9","A","331"
"AK","W - White","10-19.9","80-89.9","G","328"
"AK","W - White","90-100","90-100","O","328"
"AK","W - White","60-69.9","10-19.9","N","326"
"AK","W - White","50-59.9","20-29.9","M","325"
"AK","W - White","20-29.9","20-29.9","N","325"
"AK","W - White","50-59.9","90-100","P","324"
"AK","W - White","80-89.9","80-89.9","E","324"
"AK","W - White","70-79.9","90-100","M","324"
"AK","W - White","70-79.9","90-100","O","323"
"AK","N - Native American","0-9.9","20-29.9","S","322"
"AK","W - White","20-29.9","90-100","G","321"
"AK","W - White","80-89.9","20-29.9","L","321"
"AK","W - White","0-9.9","20-29.9","S","320"
"AK","W - White","20-29.9","90-100","K","320"
"AK","W - White","60-69.9","20-29.9","N","319"
"AK","W - White","70-79.9","10-19.9","N","319"
"AK","W - White","20-29.9","90-100","E","316"
"AK","W - White","90-100","20-29.9","L","316"
"AK","W - White","0-9.9","90-100","K","315"
"AK","W - White","90-100","10-19.9","F","315"
"AK","W - White","30-39.9","90-100","H","315"
"AK","W - White","70-79.9","10-19.9","C","314"
"AK","W - White","30-39.9","90-100","G","313"
"AK","W - White","60-69.9","90-100","Q","312"
"AK","W - White","40-49.9","90-100","P","311"
