"Geography/Registration Address/Voter File Source State","Demographics/Individual/Ethnicity/VoterBase Race","Voting/Voting Behavior/TSP - Mid-Term General Turnout Score Bucket","Issues/Modeled/TSP - Partisan Score Bucket","Geography/Registration Address/Voter File State Senate District","All Record Count"
"PA","W - White","70-79.9","0-9.9","030","11,309"
"PA","W - White","70-79.9","0-9.9","021","11,301"
"PA","W - White","70-79.9","0-9.9","028","11,158"
"PA","W - White","90-100","90-100","021","11,016"
"PA","W - White","80-89.9","90-100","036","10,964"
"PA","W - White","80-89.9","0-9.9","032","10,807"
"PA","W - White","80-89.9","0-9.9","015","10,458"
"PA","W - White","80-89.9","90-100","050","10,157"
"PA","W - White","70-79.9","0-9.9","039","10,092"
"PA","W - White","70-79.9","0-9.9","036","9,999"
"PA","W - White","70-79.9","0-9.9","034","9,983"
"PA","W - White","80-89.9","90-100","035","9,943"
"PA","W - White","80-89.9","90-100","015","9,936"
"PA","W - White","80-89.9","0-9.9","045","9,787"
"PA","W - White","70-79.9","0-9.9","025","9,774"
"PA","W - White","70-79.9","0-9.9","041","9,762"
"PA","W - White","90-100","0-9.9","042","9,760"
"PA","W - White","70-79.9","0-9.9","050","9,697"
"PA","W - White","70-79.9","90-100","042","9,656"
"PA","W - White","80-89.9","0-9.9","023","9,652"
"PA","W - White","50-59.9","0-9.9","033","9,580"
"PA","W - White","80-89.9","90-100","031","9,432"
"PA","W - White","60-69.9","0-9.9","033","9,415"
"PA","W - White","70-79.9","90-100","043","9,399"
"PA","W - White","40-49.9","0-9.9","021","9,382"
"PA","W - White","80-89.9","90-100","028","9,375"
"PA","W - White","80-89.9","90-100","034","9,334"
"PA","W - White","90-100","90-100","013","9,255"
"PA","W - White","70-79.9","0-9.9","047","9,252"
"PA","W - White","80-89.9","90-100","041","9,248"
"PA","W - White","90-100","90-100","033","9,172"
"PA","W - White","80-89.9","90-100","025","9,027"
"PA","W - White","70-79.9","0-9.9","035","8,970"
"PA","W - White","40-49.9","0-9.9","030","8,963"
"PA","W - White","50-59.9","0-9.9","030","8,819"
"PA","W - White","50-59.9","0-9.9","028","8,777"
"PA","W - White","40-49.9","0-9.9","033","8,756"
"PA","W - White","60-69.9","0-9.9","028","8,708"
"PA","W - White","40-49.9","90-100","043","8,656"
"PA","W - White","50-59.9","0-9.9","021","8,651"
"PA","W - White","30-39.9","90-100","043","8,551"
"PA","W - White","60-69.9","0-9.9","030","8,484"
"PA","W - White","60-69.9","0-9.9","021","8,436"
"PA","W - White","40-49.9","0-9.9","025","8,189"
"PA","W - White","70-79.9","90-100","038","8,176"
"PA","W - White","40-49.9","0-9.9","041","8,174"
"PA","W - White","80-89.9","90-100","021","8,156"
"PA","W - White","70-79.9","0-9.9","031","8,150"
"PA","W - White","80-89.9","90-100","013","8,122"
"PA","W - White","40-49.9","0-9.9","028","8,071"
"PA","W - White","40-49.9","0-9.9","050","8,032"
"PA","W - White","50-59.9","0-9.9","041","7,950"
"PA","W - White","90-100","90-100","030","7,923"
"PA","W - White","70-79.9","0-9.9","046","7,899"
"PA","W - White","50-59.9","0-9.9","050","7,804"
"PA","W - White","60-69.9","0-9.9","039","7,795"
"PA","W - White","50-59.9","0-9.9","025","7,773"
"PA","W - White","70-79.9","0-9.9","037","7,761"
"PA","B - Black","80-89.9","90-100","043","7,760"
"PA","W - White","60-69.9","0-9.9","036","7,739"
"PA","W - White","60-69.9","0-9.9","041","7,690"
"PA","W - White","50-59.9","0-9.9","039","7,638"
"PA","W - White","80-89.9","90-100","033","7,602"
"PA","W - White","70-79.9","90-100","045","7,568"
"PA","W - White","40-49.9","0-9.9","035","7,560"
"PA","W - White","60-69.9","90-100","043","7,532"
"PA","W - White","70-79.9","90-100","037","7,421"
"PA","W - White","60-69.9","0-9.9","050","7,385"
"PA","W - White","60-69.9","0-9.9","025","7,333"
"PA","W - White","60-69.9","0-9.9","047","7,265"
"PA","W - White","40-49.9","0-9.9","039","7,231"
"PA","W - White","60-69.9","0-9.9","034","7,229"
"PA","W - White","50-59.9","0-9.9","034","7,192"
"PA","W - White","60-69.9","90-100","042","7,176"
"PA","W - White","50-59.9","0-9.9","035","7,131"
"PA","W - White","80-89.9","0-9.9","042","7,061"
"PA","W - White","30-39.9","0-9.9","021","7,038"
"PA","W - White","70-79.9","0-9.9","013","6,968"
"PA","W - White","60-69.9","0-9.9","035","6,868"
"PA","W - White","40-49.9","0-9.9","034","6,855"
"PA","W - White","40-49.9","90-100","042","6,786"
"PA","W - White","50-59.9","0-9.9","036","6,783"
"PA","W - White","50-59.9","0-9.9","047","6,774"
"PA","W - White","40-49.9","0-9.9","047","6,767"
"PA","W - White","30-39.9","0-9.9","025","6,762"
"PA","W - White","70-79.9","0-9.9","049","6,745"
"PA","W - White","70-79.9","90-100","049","6,651"
"PA","W - White","30-39.9","0-9.9","030","6,636"
"PA","B - Black","90-100","90-100","043","6,592"
"PA","W - White","70-79.9","0-9.9","038","6,536"
"PA","W - White","30-39.9","0-9.9","050","6,450"
"PA","W - White","20-29.9","0-9.9","033","6,422"
"PA","W - White","70-79.9","0-9.9","032","6,344"
"PA","W - White","40-49.9","0-9.9","036","6,332"
"PA","W - White","70-79.9","90-100","047","6,324"
"PA","W - White","70-79.9","90-100","039","6,323"
"PA","W - White","30-39.9","0-9.9","033","6,322"
"PA","W - White","80-89.9","90-100","030","6,318"
"PA","W - White","20-29.9","0-9.9","021","6,275"
"PA","W - White","60-69.9","0-9.9","031","6,256"
"PA","W - White","60-69.9","0-9.9","046","6,235"
"PA","W - White","50-59.9","0-9.9","031","6,139"
"PA","W - White","30-39.9","0-9.9","041","6,134"
"PA","W - White","50-59.9","0-9.9","046","6,059"
"PA","W - White","50-59.9","90-100","043","5,999"
"PA","W - White","50-59.9","90-100","042","5,991"
"PA","W - White","60-69.9","90-100","038","5,900"
"PA","W - White","20-29.9","0-9.9","050","5,872"
"PA","W - White","30-39.9","0-9.9","028","5,821"
"PA","W - White","30-39.9","90-100","042","5,817"
"PA","W - White","30-39.9","0-9.9","035","5,812"
"PA","W - White","60-69.9","0-9.9","037","5,801"
"PA","W - White","60-69.9","90-100","045","5,782"
"PA","W - White","20-29.9","0-9.9","030","5,750"
"PA","W - White","20-29.9","0-9.9","025","5,715"
"PA","W - White","40-49.9","0-9.9","013","5,675"
"PA","W - White","70-79.9","90-100","046","5,640"
"PA","W - White","10-19.9","0-9.9","021","5,637"
"PA","W - White","90-100","0-9.9","043","5,582"
"PA","W - White","40-49.9","0-9.9","046","5,547"
"PA","W - White","60-69.9","0-9.9","013","5,499"
"PA","W - White","0-9.9","0-9.9","034","5,489"
"PA","W - White","40-49.9","0-9.9","031","5,480"
"PA","W - White","20-29.9","0-9.9","028","5,467"
"PA","W - White","0-9.9","0-9.9","021","5,438"
"PA","W - White","70-79.9","0-9.9","023","5,427"
"PA","W - White","50-59.9","0-9.9","013","5,401"
"PA","W - White","10-19.9","0-9.9","030","5,332"
"PA","W - White","70-79.9","90-100","050","5,324"
"PA","W - White","50-59.9","0-9.9","037","5,318"
"PA","W - White","60-69.9","90-100","049","5,305"
"PA","W - White","60-69.9","90-100","037","5,300"
"PA","W - White","10-19.9","0-9.9","025","5,283"
"PA","W - White","70-79.9","0-9.9","015","5,278"
"PA","W - White","40-49.9","0-9.9","049","5,258"
"PA","W - White","10-19.9","0-9.9","034","5,251"
"PA","W - White","10-19.9","0-9.9","033","5,239"
"PA","W - White","10-19.9","0-9.9","050","5,220"
"PA","W - White","40-49.9","0-9.9","032","5,136"
"PA","W - White","90-100","90-100","032","5,124"
"PA","W - White","70-79.9","90-100","036","5,119"
"PA","W - White","40-49.9","90-100","038","5,083"
"PA","W - White","0-9.9","0-9.9","030","5,080"
"PA","W - White","60-69.9","0-9.9","049","5,040"
"PA","W - White","70-79.9","0-9.9","045","5,034"
"PA","W - White","50-59.9","0-9.9","049","5,033"
"PA","W - White","20-29.9","0-9.9","041","4,984"
"PA","W - White","40-49.9","0-9.9","037","4,978"
"PA","W - White","0-9.9","0-9.9","050","4,971"
"PA","W - White","20-29.9","0-9.9","035","4,952"
"PA","W - White","10-19.9","0-9.9","047","4,947"
"PA","W - White","60-69.9","0-9.9","038","4,930"
"PA","W - White","70-79.9","90-100","035","4,907"
"PA","W - White","60-69.9","90-100","039","4,905"
"PA","W - White","0-9.9","0-9.9","025","4,891"
"PA","W - White","50-59.9","90-100","038","4,866"
"PA","W - White","20-29.9","90-100","043","4,850"
"PA","W - White","50-59.9","0-9.9","032","4,850"
"PA","W - White","70-79.9","90-100","015","4,842"
"PA","W - White","70-79.9","90-100","028","4,841"
"PA","W - White","0-9.9","0-9.9","047","4,836"
"PA","W - White","10-19.9","90-100","043","4,836"
"PA","W - White","30-39.9","0-9.9","039","4,829"
"PA","W - White","0-9.9","0-9.9","041","4,826"
"PA","W - White","70-79.9","90-100","025","4,799"
"PA","W - White","70-79.9","90-100","034","4,760"
"PA","W - White","30-39.9","0-9.9","034","4,745"
"PA","W - White","50-59.9","90-100","045","4,744"
"PA","W - White","70-79.9","90-100","041","4,743"
"PA","W - White","60-69.9","0-9.9","032","4,691"
"PA","W - White","50-59.9","0-9.9","038","4,686"
"PA","W - White","60-69.9","90-100","047","4,671"
"PA","W - White","70-79.9","90-100","031","4,670"
"PA","W - White","10-19.9","0-9.9","028","4,660"
"PA","W - White","10-19.9","0-9.9","041","4,622"
"PA","W - White","30-39.9","90-100","025","4,522"
"PA","W - White","10-19.9","0-9.9","035","4,510"
"PA","W - White","30-39.9","0-9.9","047","4,497"
"PA","W - White","0-9.9","0-9.9","035","4,413"
"PA","W - White","0-9.9","0-9.9","039","4,407"
"PA","W - White","10-19.9","0-9.9","039","4,396"
"PA","W - White","40-49.9","90-100","045","4,386"
"PA","W - White","50-59.9","90-100","049","4,375"
"PA","W - White","40-49.9","90-100","037","4,361"
"PA","W - White","10-19.9","0-9.9","031","4,353"
"PA","W - White","40-49.9","0-9.9","023","4,304"
"PA","W - White","40-49.9","90-100","049","4,271"
"PA","W - White","90-100","90-100","023","4,217"
"PA","W - White","70-79.9","90-100","021","4,198"
"PA","W - White","50-59.9","90-100","037","4,196"
"PA","W - White","0-9.9","0-9.9","031","4,168"
"PA","W - White","30-39.9","0-9.9","032","4,159"
"PA","W - White","60-69.9","90-100","050","4,153"
"PA","W - White","40-49.9","0-9.9","038","4,143"
"PA","W - White","10-19.9","90-100","042","4,132"
"PA","W - White","20-29.9","0-9.9","039","4,129"
"PA","W - White","20-29.9","0-9.9","047","4,118"
"PA","W - White","60-69.9","90-100","046","4,113"
"PA","W - White","60-69.9","0-9.9","045","4,113"
"PA","W - White","30-39.9","0-9.9","036","4,101"
"PA","W - White","50-59.9","0-9.9","023","4,078"
"PA","W - White","20-29.9","0-9.9","034","4,074"
"PA","W - White","50-59.9","0-9.9","045","4,074"
"PA","W - White","60-69.9","90-100","036","4,021"
"PA","W - White","30-39.9","0-9.9","046","4,010"
"PA","W - White","0-9.9","0-9.9","028","4,009"
"PA","W - White","70-79.9","90-100","013","4,001"
"PA","B - Black","80-89.9","90-100","015","3,981"
"PA","W - White","30-39.9","90-100","038","3,975"
"PA","W - White","0-9.9","90-100","042","3,972"
"PA","W - White","40-49.9","90-100","025","3,956"
"PA","W - White","70-79.9","90-100","033","3,956"
"PA","W - White","60-69.9","0-9.9","023","3,954"
"PA","W - White","60-69.9","0-9.9","015","3,947"
"PA","W - White","60-69.9","90-100","025","3,944"
"PA","W - White","20-29.9","90-100","042","3,928"
"PA","W - White","80-89.9","0-9.9","043","3,926"
"PA","W - White","30-39.9","90-100","045","3,926"
"PA","B - Black","70-79.9","90-100","043","3,919"
"PA","W - White","0-9.9","0-9.9","033","3,891"
"PA","W - White","60-69.9","90-100","028","3,890"
"PA","W - White","20-29.9","0-9.9","046","3,867"
"PA","W - White","60-69.9","90-100","035","3,863"
"PA","B - Black","30-39.9","90-100","043","3,855"
"PA","W - White","40-49.9","0-9.9","045","3,852"
"PA","W - White","30-39.9","0-9.9","013","3,838"
"PA","W - White","90-100","0-9.9","048","3,834"
"PA","W - White","10-19.9","0-9.9","036","3,834"
"PA","W - White","60-69.9","90-100","015","3,824"
"PA","W - White","50-59.9","90-100","039","3,792"
"PA","W - White","60-69.9","90-100","031","3,788"
"PA","W - White","60-69.9","90-100","034","3,753"
"PA","W - White","30-39.9","0-9.9","049","3,743"
"PA","W - White","70-79.9","0-9.9","042","3,736"
"PA","W - White","30-39.9","90-100","049","3,720"
"PA","W - White","50-59.9","90-100","047","3,720"
"PA","W - White","20-29.9","90-100","025","3,698"
"PA","W - White","0-9.9","90-100","047","3,694"
"PA","W - White","30-39.9","0-9.9","031","3,682"
"PA","W - White","60-69.9","90-100","041","3,677"
"PA","W - White","20-29.9","0-9.9","036","3,670"
"PA","W - White","10-19.9","0-9.9","046","3,657"
"PA","W - White","80-89.9","90-100","032","3,622"
"PA","W - White","0-9.9","90-100","015","3,616"
"PA","W - White","20-29.9","0-9.9","031","3,605"
"PA","W - White","10-19.9","90-100","015","3,593"
"PA","W - White","20-29.9","0-9.9","013","3,573"
"PA","W - White","0-9.9","90-100","043","3,546"
"PA","W - White","40-49.9","90-100","039","3,546"
"PA","W - White","0-9.9","90-100","031","3,540"
"PA","W - White","10-19.9","90-100","047","3,528"
"PA","W - White","70-79.9","90-100","030","3,527"
"PA","W - White","40-49.9","90-100","047","3,514"
"PA","W - White","20-29.9","90-100","049","3,513"
"PA","W - White","30-39.9","90-100","037","3,511"
"PA","B - Black","90-100","90-100","015","3,494"
"PA","B - Black","20-29.9","90-100","043","3,492"
"PA","W - White","0-9.9","90-100","039","3,477"
"PA","W - White","0-9.9","90-100","034","3,450"
"PA","W - White","40-49.9","90-100","036","3,419"
"PA","W - White","10-19.9","90-100","031","3,410"
"PA","W - White","50-59.9","0-9.9","015","3,396"
"PA","W - White","0-9.9","90-100","049","3,378"
"PA","W - White","80-89.9","90-100","023","3,377"
"PA","B - Black","0-9.9","90-100","043","3,376"
"PA","W - White","50-59.9","90-100","046","3,374"
"PA","W - White","50-59.9","90-100","050","3,373"
"PA","B - Black","80-89.9","90-100","045","3,366"
"PA","B - Black","60-69.9","90-100","043","3,353"
"PA","W - White","20-29.9","0-9.9","049","3,350"
"PA","W - White","60-69.9","90-100","033","3,345"
"PA","W - White","50-59.9","90-100","025","3,330"
"PA","W - White","80-89.9","0-9.9","027","3,328"
"PA","W - White","50-59.9","90-100","034","3,321"
"PA","W - White","50-59.9","90-100","028","3,320"
"PA","W - White","50-59.9","90-100","036","3,317"
"PA","W - White","10-19.9","90-100","034","3,304"
"PA","W - White","40-49.9","90-100","028","3,296"
"PA","W - White","30-39.9","0-9.9","037","3,286"
"PA","W - White","30-39.9","0-9.9","023","3,263"
"PA","W - White","40-49.9","90-100","034","3,254"
"PA","W - White","60-69.9","90-100","021","3,230"
"PA","W - White","90-100","0-9.9","027","3,230"
"PA","W - White","10-19.9","0-9.9","013","3,224"
"PA","W - White","0-9.9","90-100","045","3,211"
"PA","W - White","20-29.9","90-100","045","3,208"
"PA","B - Black","80-89.9","90-100","042","3,198"
"PA","W - White","50-59.9","90-100","031","3,195"
"PA","W - White","20-29.9","0-9.9","032","3,194"
"PA","W - White","50-59.9","90-100","041","3,149"
"PA","W - White","60-69.9","90-100","013","3,143"
"PA","W - White","0-9.9","90-100","050","3,131"
"PA","W - White","40-49.9","90-100","035","3,125"
"PA","W - White","40-49.9","90-100","015","3,096"
"PA","W - White","0-9.9","0-9.9","046","3,081"
"PA","W - White","0-9.9","0-9.9","036","3,078"
"PA","W - White","10-19.9","90-100","025","3,068"
"PA","W - White","50-59.9","90-100","035","3,067"
"PA","W - White","50-59.9","90-100","015","3,046"
"PA","W - White","40-49.9","0-9.9","015","3,045"
"PA","W - White","40-49.9","90-100","031","3,044"
"PA","W - White","40-49.9","90-100","046","3,039"
"PA","W - White","80-89.9","0-9.9","048","3,022"
"PA","W - White","10-19.9","90-100","049","3,018"
"PA","W - White","10-19.9","0-9.9","049","3,008"
"PA","W - White","40-49.9","90-100","050","3,001"
"PA","W - White","20-29.9","0-9.9","023","2,982"
"PA","B - Black","40-49.9","90-100","043","2,963"
"PA","W - White","10-19.9","90-100","039","2,960"
"PA","W - White","60-69.9","90-100","030","2,957"
"PA","W - White","30-39.9","90-100","015","2,956"
"PA","W - White","60-69.9","0-9.9","042","2,948"
"PA","W - White","0-9.9","0-9.9","049","2,946"
"PA","W - White","50-59.9","0-9.9","042","2,942"
"PA","W - White","10-19.9","90-100","045","2,928"
"PA","W - White","20-29.9","90-100","033","2,911"
"PA","W - White","30-39.9","90-100","028","2,905"
"PA","W - White","40-49.9","90-100","013","2,899"
"PA","W - White","50-59.9","90-100","021","2,891"
"PA","W - White","0-9.9","90-100","025","2,883"
"PA","W - White","20-29.9","90-100","050","2,853"
"PA","W - White","10-19.9","0-9.9","032","2,828"
"PA","W - White","20-29.9","90-100","028","2,828"
"PA","W - White","40-49.9","0-9.9","042","2,826"
"PA","W - White","0-9.9","90-100","046","2,815"
"PA","W - White","50-59.9","90-100","033","2,801"
"PA","W - White","0-9.9","90-100","041","2,796"
"PA","W - White","0-9.9","0-9.9","032","2,778"
"PA","W - White","40-49.9","90-100","041","2,776"
"PA","W - White","30-39.9","90-100","031","2,775"
"PA","W - White","0-9.9","90-100","035","2,764"
"PA","W - White","0-9.9","0-9.9","015","2,757"
"PA","W - White","30-39.9","90-100","036","2,754"
"PA","W - White","20-29.9","90-100","038","2,739"
"PA","W - White","10-19.9","0-9.9","015","2,737"
"PA","W - White","30-39.9","90-100","039","2,736"
"PA","W - White","20-29.9","90-100","047","2,733"
"PA","W - White","30-39.9","90-100","035","2,728"
"PA","W - White","10-19.9","90-100","046","2,717"
"PA","W - White","10-19.9","90-100","036","2,710"
"PA","W - White","40-49.9","90-100","033","2,701"
"PA","W - White","20-29.9","90-100","035","2,697"
"PA","W - White","30-39.9","90-100","047","2,696"
"PA","B - Black","10-19.9","90-100","043","2,686"
"PA","W - White","20-29.9","90-100","015","2,681"
"PA","W - White","10-19.9","90-100","050","2,665"
"PA","W - White","30-39.9","90-100","013","2,660"
"PA","W - White","10-19.9","90-100","038","2,656"
"PA","W - White","30-39.9","0-9.9","038","2,652"
"PA","W - White","10-19.9","90-100","035","2,640"
"PA","W - White","30-39.9","90-100","050","2,633"
"PA","B - Black","50-59.9","90-100","043","2,631"
"PA","W - White","20-29.9","90-100","031","2,620"
"PA","W - White","20-29.9","90-100","039","2,591"
"PA","W - White","10-19.9","0-9.9","023","2,572"
"PA","W - White","50-59.9","90-100","013","2,571"
"PA","W - White","40-49.9","90-100","021","2,554"
"PA","W - White","30-39.9","90-100","034","2,553"
"PA","W - White","30-39.9","0-9.9","045","2,548"
"PA","W - White","0-9.9","90-100","021","2,545"
"PA","W - White","10-19.9","90-100","013","2,545"
"PA","W - White","10-19.9","90-100","028","2,520"
"PA","W - White","0-9.9","90-100","036","2,517"
"PA","B - Black","0-9.9","90-100","015","2,513"
"PA","W - White","20-29.9","90-100","046","2,509"
"PA","W - White","20-29.9","90-100","037","2,499"
"PA","W - White","30-39.9","90-100","033","2,454"
"PA","W - White","20-29.9","90-100","041","2,452"
"PA","W - White","20-29.9","90-100","034","2,447"
"PA","W - White","50-59.9","90-100","030","2,446"
"PA","B - Black","20-29.9","90-100","015","2,444"
"PA","W - White","0-9.9","90-100","038","2,439"
"PA","W - White","10-19.9","90-100","037","2,423"
"PA","W - White","0-9.9","0-9.9","013","2,422"
"PA","W - White","10-19.9","90-100","041","2,398"
"PA","W - White","20-29.9","0-9.9","037","2,391"
"PA","W - White","30-39.9","90-100","046","2,390"
"PA","W - White","90-100","60-69.9","032","2,364"
"PA","B - Black","70-79.9","90-100","015","2,360"
"PA","W - White","90-100","50-59.9","032","2,345"
"PA","W - White","0-9.9","90-100","013","2,330"
"PA","W - White","10-19.9","0-9.9","037","2,328"
"PA","W - White","0-9.9","90-100","030","2,318"
"PA","B - Black","90-100","90-100","042","2,308"
"PA","W - White","90-100","40-49.9","032","2,298"
"PA","W - White","20-29.9","90-100","036","2,297"
"PA","W - White","0-9.9","90-100","028","2,279"
"PA","W - White","30-39.9","90-100","041","2,279"
"PA","W - White","20-29.9","90-100","021","2,278"
"PA","W - White","20-29.9","90-100","013","2,277"
"PA","A - Asian or Pacific Islander","30-39.9","90-100","043","2,275"
"PA","B - Black","90-100","90-100","045","2,269"
"PA","B - Black","10-19.9","90-100","015","2,267"
"PA","W - White","0-9.9","0-9.9","023","2,256"
"PA","W - White","40-49.9","90-100","030","2,239"
"PA","W - White","0-9.9","90-100","037","2,171"
"PA","W - White","10-19.9","90-100","033","2,166"
"PA","W - White","10-19.9","90-100","021","2,149"
"PA","W - White","60-69.9","0-9.9","Not Available","2,146"
"PA","W - White","90-100","30-39.9","032","2,116"
"PA","W - White","30-39.9","0-9.9","015","2,108"
"PA","W - White","90-100","70-79.9","032","2,104"
"PA","W - White","20-29.9","0-9.9","015","2,099"
"PA","W - White","20-29.9","90-100","030","2,097"
"PA","W - White","10-19.9","90-100","030","2,078"
"PA","B - Black","30-39.9","90-100","015","2,074"
"PA","B - Black","20-29.9","90-100","045","2,062"
"PA","B - Black","60-69.9","90-100","015","2,043"
"PA","B - Black","80-89.9","90-100","038","2,033"
"PA","W - White","80-89.9","40-49.9","032","2,000"
"PA","W - White","30-39.9","90-100","021","1,994"
"PA","W - White","70-79.9","0-9.9","043","1,992"
"PA","W - White","20-29.9","0-9.9","038","1,988"
"PA","W - White","30-39.9","90-100","030","1,977"
"PA","W - White","0-9.9","0-9.9","037","1,969"
"PA","B - Black","30-39.9","90-100","045","1,959"
"PA","W - White","0-9.9","90-100","033","1,955"
"PA","W - White","10-19.9","0-9.9","038","1,929"
"PA","B - Black","0-9.9","90-100","045","1,928"
"PA","B - Black","30-39.9","90-100","042","1,928"
"PA","W - White","20-29.9","0-9.9","045","1,920"
"PA","W - White","80-89.9","30-39.9","032","1,906"
"PA","W - White","70-79.9","90-100","032","1,895"
"PA","W - White","70-79.9","0-9.9","027","1,887"
"PA","A - Asian or Pacific Islander","40-49.9","90-100","043","1,874"
"PA","W - White","30-39.9","0-9.9","042","1,868"
"PA","B - Black","70-79.9","90-100","045","1,852"
"PA","B - Black","90-100","90-100","038","1,828"
"PA","W - White","50-59.9","0-9.9","Not Available","1,813"
"PA","W - White","80-89.9","20-29.9","032","1,812"
"PA","W - White","0-9.9","0-9.9","045","1,806"
"PA","W - White","10-19.9","0-9.9","045","1,799"
"PA","W - White","80-89.9","50-59.9","032","1,793"
"PA","W - White","80-89.9","60-69.9","032","1,781"
"PA","W - White","0-9.9","0-9.9","038","1,778"
"PA","B - Black","70-79.9","90-100","042","1,771"
"PA","B - Black","60-69.9","90-100","045","1,747"
"PA","W - White","40-49.9","10-19.9","028","1,743"
"PA","W - White","80-89.9","10-19.9","037","1,723"
"PA","B - Black","0-9.9","90-100","042","1,721"
"PA","W - White","60-69.9","0-9.9","043","1,715"
"PA","W - White","70-79.9","90-100","023","1,713"
"PA","B - Black","50-59.9","90-100","015","1,696"
"PA","B - Black","40-49.9","90-100","015","1,695"
"PA","B - Black","20-29.9","90-100","042","1,679"
"PA","W - White","20-29.9","10-19.9","033","1,669"
"PA","W - White","70-79.9","0-9.9","048","1,650"
"PA","H - Hispanic or Latino","0-9.9","90-100","013","1,628"
"PA","W - White","90-100","20-29.9","032","1,595"
"PA","W - White","40-49.9","90-100","023","1,592"
"PA","W - White","90-100","80-89.9","032","1,584"
"PA","H - Hispanic or Latino","80-89.9","90-100","013","1,573"
"PA","W - White","10-19.9","0-9.9","042","1,556"
"PA","H - Hispanic or Latino","0-9.9","90-100","031","1,550"
"PA","W - White","80-89.9","70-79.9","032","1,549"
"PA","W - White","50-59.9","0-9.9","043","1,546"
"PA","W - White","40-49.9","10-19.9","033","1,538"
"PA","W - White","80-89.9","10-19.9","036","1,524"
"PA","H - Hispanic or Latino","30-39.9","90-100","013","1,519"
"PA","W - White","0-9.9","0-9.9","042","1,516"
"PA","W - White","80-89.9","10-19.9","028","1,511"
"PA","W - White","80-89.9","10-19.9","038","1,511"
