"Geography/Registration Address/Voter File Source State","Demographics/Individual/Ethnicity/VoterBase Race","Voting/Voting Behavior/TSP - Mid-Term General Turnout Score Bucket","Issues/Modeled/TSP - Partisan Score Bucket","Geography/Current Address/TargetSmart Address - State House District","All Record Count"
"MS","W - White","90-100","0-9.9","074","3,335"
"MS","W - White","90-100","0-9.9","073","3,150"
"MS","W - White","90-100","0-9.9","058","2,863"
"MS","W - White","80-89.9","0-9.9","088","2,811"
"MS","W - White","80-89.9","0-9.9","028","2,699"
"MS","W - White","80-89.9","0-9.9","104","2,561"
"MS","W - White","80-89.9","0-9.9","092","2,497"
"MS","W - White","80-89.9","0-9.9","109","2,493"
"MS","W - White","90-100","0-9.9","028","2,428"
"MS","W - White","80-89.9","0-9.9","107","2,424"
"MS","W - White","80-89.9","0-9.9","077","2,408"
"MS","W - White","90-100","0-9.9","059","2,405"
"MS","W - White","80-89.9","0-9.9","074","2,396"
"MS","W - White","90-100","0-9.9","037","2,376"
"MS","W - White","80-89.9","0-9.9","060","2,327"
"MS","W - White","80-89.9","0-9.9","001","2,296"
"MS","W - White","80-89.9","0-9.9","058","2,245"
"MS","W - White","80-89.9","0-9.9","059","2,236"
"MS","W - White","80-89.9","0-9.9","095","2,230"
"MS","W - White","80-89.9","0-9.9","079","2,210"
"MS","W - White","80-89.9","0-9.9","100","2,193"
"MS","W - White","80-89.9","0-9.9","062","2,192"
"MS","W - White","90-100","0-9.9","087","2,165"
"MS","W - White","90-100","0-9.9","060","2,106"
"MS","W - White","90-100","0-9.9","101","2,100"
"MS","W - White","90-100","0-9.9","088","2,094"
"MS","W - White","90-100","0-9.9","095","2,093"
"MS","W - White","80-89.9","0-9.9","003","2,092"
"MS","W - White","80-89.9","0-9.9","087","2,089"
"MS","W - White","80-89.9","0-9.9","105","2,088"
"MS","W - White","80-89.9","0-9.9","044","2,069"
"MS","W - White","80-89.9","0-9.9","002","2,055"
"MS","W - White","80-89.9","0-9.9","083","2,031"
"MS","W - White","80-89.9","0-9.9","004","2,013"
"MS","W - White","80-89.9","0-9.9","081","2,012"
"MS","W - White","80-89.9","0-9.9","089","2,011"
"MS","W - White","80-89.9","0-9.9","099","2,004"
"MS","W - White","80-89.9","0-9.9","019","1,993"
"MS","W - White","90-100","0-9.9","056","1,988"
"MS","W - White","80-89.9","0-9.9","018","1,987"
"MS","W - White","80-89.9","0-9.9","084","1,972"
"MS","W - White","90-100","0-9.9","024","1,967"
"MS","W - White","80-89.9","0-9.9","021","1,954"
"MS","B - Black","80-89.9","90-100","051","1,953"
"MS","W - White","80-89.9","0-9.9","073","1,946"
"MS","B - Black","80-89.9","90-100","057","1,933"
"MS","B - Black","80-89.9","90-100","070","1,932"
"MS","W - White","80-89.9","0-9.9","090","1,931"
"MS","W - White","90-100","0-9.9","083","1,925"
"MS","W - White","80-89.9","0-9.9","093","1,911"
"MS","W - White","90-100","0-9.9","111","1,895"
"MS","W - White","80-89.9","0-9.9","024","1,893"
"MS","W - White","80-89.9","0-9.9","023","1,876"
"MS","W - White","90-100","0-9.9","089","1,864"
"MS","W - White","80-89.9","0-9.9","053","1,843"
"MS","W - White","80-89.9","0-9.9","075","1,843"
"MS","W - White","80-89.9","0-9.9","054","1,842"
"MS","W - White","90-100","0-9.9","039","1,834"
"MS","W - White","90-100","0-9.9","062","1,817"
"MS","W - White","90-100","0-9.9","120","1,815"
"MS","W - White","80-89.9","0-9.9","014","1,815"
"MS","B - Black","80-89.9","90-100","063","1,813"
"MS","W - White","90-100","0-9.9","118","1,802"
"MS","W - White","90-100","0-9.9","018","1,800"
"MS","W - White","90-100","0-9.9","109","1,791"
"MS","B - Black","80-89.9","90-100","042","1,774"
"MS","W - White","80-89.9","0-9.9","035","1,773"
"MS","B - Black","80-89.9","90-100","065","1,770"
"MS","W - White","90-100","0-9.9","046","1,768"
"MS","W - White","90-100","0-9.9","106","1,765"
"MS","W - White","90-100","0-9.9","097","1,755"
"MS","W - White","80-89.9","0-9.9","078","1,753"
"MS","W - White","90-100","0-9.9","021","1,750"
"MS","W - White","90-100","0-9.9","116","1,744"
"MS","W - White","90-100","0-9.9","113","1,742"
"MS","W - White","90-100","0-9.9","108","1,731"
"MS","W - White","80-89.9","0-9.9","048","1,730"
"MS","W - White","80-89.9","0-9.9","106","1,727"
"MS","B - Black","80-89.9","90-100","085","1,715"
"MS","W - White","80-89.9","0-9.9","116","1,712"
"MS","W - White","80-89.9","0-9.9","039","1,711"
"MS","W - White","80-89.9","0-9.9","037","1,709"
"MS","B - Black","80-89.9","90-100","080","1,703"
"MS","W - White","90-100","0-9.9","104","1,695"
"MS","W - White","90-100","0-9.9","093","1,694"
"MS","W - White","80-89.9","0-9.9","108","1,687"
"MS","W - White","80-89.9","0-9.9","015","1,683"
"MS","B - Black","80-89.9","90-100","091","1,680"
"MS","W - White","90-100","0-9.9","054","1,676"
"MS","B - Black","80-89.9","90-100","027","1,674"
"MS","W - White","80-89.9","0-9.9","111","1,669"
"MS","W - White","90-100","0-9.9","023","1,664"
"MS","W - White","80-89.9","0-9.9","008","1,663"
"MS","B - Black","90-100","90-100","070","1,657"
"MS","W - White","90-100","0-9.9","017","1,643"
"MS","W - White","80-89.9","0-9.9","056","1,641"
"MS","W - White","80-89.9","0-9.9","034","1,639"
"MS","W - White","90-100","0-9.9","105","1,630"
"MS","B - Black","0-9.9","90-100","067","1,629"
"MS","W - White","90-100","0-9.9","100","1,611"
"MS","B - Black","80-89.9","90-100","076","1,605"
"MS","W - White","90-100","0-9.9","061","1,603"
"MS","W - White","90-100","0-9.9","121","1,601"
"MS","B - Black","90-100","90-100","072","1,590"
"MS","W - White","90-100","0-9.9","077","1,587"
"MS","B - Black","90-100","90-100","063","1,585"
"MS","W - White","80-89.9","0-9.9","097","1,585"
"MS","W - White","80-89.9","0-9.9","046","1,573"
"MS","W - White","90-100","0-9.9","092","1,573"
"MS","B - Black","0-9.9","90-100","065","1,571"
"MS","B - Black","0-9.9","90-100","069","1,570"
"MS","B - Black","80-89.9","90-100","029","1,566"
"MS","W - White","90-100","0-9.9","010","1,566"
"MS","W - White","90-100","0-9.9","019","1,558"
"MS","B - Black","80-89.9","90-100","072","1,557"
"MS","W - White","90-100","0-9.9","107","1,556"
"MS","W - White","90-100","0-9.9","008","1,544"
"MS","W - White","90-100","0-9.9","007","1,533"
"MS","B - Black","80-89.9","90-100","094","1,528"
"MS","W - White","90-100","0-9.9","086","1,524"
"MS","B - Black","80-89.9","90-100","103","1,523"
"MS","B - Black","0-9.9","90-100","070","1,520"
"MS","W - White","80-89.9","0-9.9","061","1,518"
"MS","W - White","70-79.9","0-9.9","028","1,507"
"MS","B - Black","80-89.9","90-100","005","1,498"
"MS","B - Black","80-89.9","90-100","069","1,493"
"MS","W - White","80-89.9","0-9.9","086","1,492"
"MS","W - White","90-100","0-9.9","122","1,480"
"MS","W - White","90-100","0-9.9","081","1,479"
"MS","W - White","80-89.9","0-9.9","113","1,468"
"MS","W - White","90-100","0-9.9","003","1,468"
"MS","W - White","90-100","0-9.9","064","1,466"
"MS","B - Black","80-89.9","90-100","032","1,464"
"MS","B - Black","80-89.9","90-100","047","1,464"
"MS","W - White","80-89.9","0-9.9","013","1,448"
"MS","W - White","80-89.9","0-9.9","017","1,447"
"MS","B - Black","80-89.9","90-100","066","1,439"
"MS","W - White","80-89.9","0-9.9","121","1,437"
"MS","W - White","80-89.9","0-9.9","101","1,437"
"MS","W - White","90-100","0-9.9","001","1,433"
"MS","B - Black","80-89.9","90-100","071","1,423"
"MS","B - Black","80-89.9","90-100","050","1,415"
"MS","B - Black","0-9.9","90-100","026","1,413"
"MS","W - White","70-79.9","0-9.9","088","1,402"
"MS","W - White","90-100","0-9.9","075","1,400"
"MS","W - White","80-89.9","0-9.9","122","1,400"
"MS","W - White","90-100","0-9.9","117","1,390"
"MS","W - White","80-89.9","0-9.9","120","1,385"
"MS","W - White","90-100","0-9.9","112","1,377"
"MS","B - Black","80-89.9","90-100","022","1,366"
"MS","B - Black","80-89.9","90-100","067","1,360"
"MS","B - Black","80-89.9","90-100","049","1,360"
"MS","W - White","70-79.9","0-9.9","104","1,359"
"MS","B - Black","90-100","90-100","066","1,354"
"MS","W - White","90-100","0-9.9","014","1,345"
"MS","W - White","80-89.9","0-9.9","112","1,331"
"MS","W - White","90-100","0-9.9","013","1,330"
"MS","B - Black","80-89.9","90-100","055","1,327"
"MS","W - White","90-100","0-9.9","015","1,315"
"MS","W - White","80-89.9","0-9.9","114","1,311"
"MS","B - Black","90-100","90-100","065","1,301"
"MS","B - Black","80-89.9","90-100","110","1,290"
"MS","W - White","90-100","0-9.9","035","1,290"
"MS","B - Black","80-89.9","90-100","031","1,289"
"MS","B - Black","80-89.9","90-100","098","1,287"
"MS","W - White","70-79.9","0-9.9","095","1,265"
"MS","B - Black","70-79.9","90-100","029","1,258"
"MS","B - Black","80-89.9","90-100","030","1,258"
"MS","B - Black","80-89.9","90-100","096","1,256"
"MS","B - Black","70-79.9","90-100","085","1,246"
"MS","B - Black","80-89.9","90-100","011","1,244"
"MS","W - White","90-100","0-9.9","114","1,238"
"MS","W - White","90-100","0-9.9","053","1,237"
"MS","W - White","80-89.9","0-9.9","118","1,229"
"MS","B - Black","80-89.9","90-100","036","1,228"
"MS","W - White","80-89.9","0-9.9","025","1,224"
"MS","W - White","70-79.9","0-9.9","001","1,220"
"MS","W - White","90-100","0-9.9","034","1,219"
"MS","W - White","70-79.9","0-9.9","107","1,219"
"MS","W - White","90-100","0-9.9","025","1,216"
"MS","W - White","70-79.9","0-9.9","062","1,214"
"MS","B - Black","90-100","90-100","110","1,213"
"MS","W - White","70-79.9","0-9.9","109","1,206"
"MS","W - White","90-100","0-9.9","043","1,194"
"MS","B - Black","90-100","90-100","071","1,188"
"MS","W - White","60-69.9","0-9.9","028","1,187"
"MS","W - White","80-89.9","0-9.9","010","1,187"
"MS","W - White","70-79.9","0-9.9","092","1,182"
"MS","W - White","90-100","0-9.9","099","1,171"
"MS","B - Black","80-89.9","90-100","009","1,169"
"MS","W - White","90-100","0-9.9","006","1,162"
"MS","B - Black","90-100","90-100","069","1,154"
"MS","B - Black","90-100","90-100","041","1,150"
"MS","B - Black","70-79.9","90-100","042","1,140"
"MS","B - Black","70-79.9","90-100","070","1,137"
"MS","B - Black","70-79.9","90-100","051","1,135"
"MS","B - Black","90-100","90-100","055","1,135"
"MS","W - White","70-79.9","0-9.9","074","1,133"
"MS","W - White","70-79.9","0-9.9","058","1,132"
"MS","W - White","70-79.9","0-9.9","100","1,127"
"MS","W - White","70-79.9","0-9.9","077","1,125"
"MS","B - Black","70-79.9","90-100","057","1,120"
"MS","W - White","90-100","0-9.9","102","1,120"
"MS","W - White","70-79.9","0-9.9","105","1,111"
"MS","W - White","90-100","0-9.9","084","1,104"
"MS","W - White","90-100","0-9.9","090","1,103"
"MS","W - White","80-89.9","0-9.9","117","1,100"
"MS","B - Black","80-89.9","90-100","119","1,099"
"MS","B - Black","90-100","90-100","038","1,094"
"MS","W - White","90-100","0-9.9","044","1,092"
"MS","W - White","80-89.9","0-9.9","007","1,091"
"MS","W - White","80-89.9","0-9.9","006","1,089"
"MS","W - White","70-79.9","0-9.9","087","1,088"
"MS","W - White","70-79.9","0-9.9","044","1,086"
"MS","W - White","70-79.9","0-9.9","060","1,084"
"MS","W - White","80-89.9","0-9.9","052","1,083"
"MS","B - Black","70-79.9","90-100","065","1,080"
"MS","W - White","70-79.9","0-9.9","079","1,079"
"MS","W - White","80-89.9","0-9.9","091","1,076"
"MS","B - Black","80-89.9","90-100","041","1,075"
"MS","W - White","70-79.9","0-9.9","002","1,067"
"MS","B - Black","90-100","90-100","036","1,064"
"MS","B - Black","20-29.9","90-100","067","1,064"
"MS","B - Black","80-89.9","90-100","038","1,051"
"MS","B - Black","10-19.9","90-100","067","1,048"
"MS","W - White","70-79.9","0-9.9","024","1,047"
"MS","B - Black","80-89.9","90-100","082","1,046"
"MS","B - Black","20-29.9","90-100","069","1,046"
"MS","B - Black","80-89.9","90-100","045","1,044"
"MS","W - White","80-89.9","0-9.9","033","1,041"
"MS","W - White","90-100","0-9.9","033","1,040"
"MS","B - Black","70-79.9","90-100","027","1,037"
"MS","W - White","90-100","0-9.9","052","1,034"
"MS","W - White","60-69.9","0-9.9","104","1,033"
"MS","B - Black","90-100","90-100","094","1,032"
"MS","B - Black","0-9.9","90-100","119","1,031"
"MS","W - White","80-89.9","0-9.9","064","1,023"
"MS","B - Black","0-9.9","90-100","103","1,014"
"MS","B - Black","10-19.9","90-100","065","1,014"
"MS","W - White","70-79.9","0-9.9","004","1,013"
"MS","B - Black","80-89.9","90-100","068","1,011"
"MS","B - Black","20-29.9","90-100","070","1,006"
"MS","B - Black","20-29.9","90-100","065","1,005"
"MS","B - Black","10-19.9","90-100","070","1,001"
"MS","W - White","70-79.9","0-9.9","003","999"
"MS","W - White","60-69.9","0-9.9","001","992"
"MS","W - White","70-79.9","0-9.9","014","989"
"MS","B - Black","80-89.9","90-100","090","988"
"MS","B - Black","70-79.9","90-100","080","987"
"MS","W - White","70-79.9","0-9.9","093","974"
"MS","W - White","60-69.9","0-9.9","105","969"
"MS","W - White","70-79.9","0-9.9","089","969"
"MS","B - Black","90-100","90-100","047","966"
"MS","B - Black","0-9.9","90-100","057","964"
"MS","W - White","70-79.9","0-9.9","019","964"
"MS","W - White","60-69.9","0-9.9","062","963"
"MS","W - White","70-79.9","0-9.9","018","961"
"MS","W - White","60-69.9","0-9.9","088","960"
"MS","B - Black","10-19.9","90-100","069","959"
"MS","W - White","70-79.9","0-9.9","090","957"
"MS","B - Black","90-100","90-100","080","956"
"MS","W - White","70-79.9","0-9.9","106","955"
"MS","W - White","50-59.9","0-9.9","028","954"
"MS","B - Black","70-79.9","90-100","067","953"
"MS","W - White","70-79.9","0-9.9","021","948"
"MS","B - Black","70-79.9","90-100","069","944"
"MS","B - Black","60-69.9","90-100","065","943"
"MS","B - Black","0-9.9","90-100","032","942"
"MS","W - White","70-79.9","0-9.9","108","937"
"MS","B - Black","0-9.9","90-100","030","934"
"MS","B - Black","70-79.9","90-100","076","933"
"MS","W - White","70-79.9","0-9.9","084","932"
"MS","W - White","70-79.9","0-9.9","099","932"
"MS","W - White","70-79.9","0-9.9","059","929"
"MS","B - Black","0-9.9","80-89.9","069","929"
"MS","B - Black","90-100","90-100","119","926"
"MS","W - White","70-79.9","0-9.9","015","925"
"MS","B - Black","90-100","90-100","022","925"
"MS","W - White","70-79.9","0-9.9","116","922"
"MS","B - Black","70-79.9","90-100","091","922"
"MS","B - Black","60-69.9","90-100","051","922"
"MS","B - Black","70-79.9","90-100","063","921"
"MS","W - White","70-79.9","0-9.9","075","918"
"MS","B - Black","90-100","90-100","011","913"
"MS","W - White","70-79.9","0-9.9","008","913"
"MS","W - White","60-69.9","0-9.9","095","912"
"MS","W - White","70-79.9","0-9.9","023","911"
"MS","W - White","90-100","0-9.9","004","907"
"MS","B - Black","90-100","90-100","031","904"
"MS","B - Black","80-89.9","90-100","026","904"
"MS","B - Black","80-89.9","90-100","084","903"
"MS","W - White","70-79.9","0-9.9","073","902"
"MS","W - White","70-79.9","0-9.9","083","897"
"MS","B - Black","70-79.9","90-100","072","894"
"MS","W - White","90-100","0-9.9","078","894"
"MS","B - Black","70-79.9","90-100","031","891"
"MS","W - White","90-100","0-9.9","022","890"
"MS","B - Black","60-69.9","90-100","085","884"
"MS","W - White","90-100","0-9.9","020","884"
"MS","W - White","60-69.9","0-9.9","107","880"
"MS","W - White","90-100","0-9.9","048","879"
"MS","W - White","70-79.9","0-9.9","053","877"
"MS","W - White","70-79.9","0-9.9","081","877"
"MS","B - Black","90-100","90-100","076","875"
"MS","W - White","90-100","0-9.9","012","873"
"MS","W - White","80-89.9","0-9.9","102","872"
"MS","B - Black","10-19.9","90-100","026","867"
"MS","B - Black","70-79.9","90-100","103","865"
"MS","B - Black","0-9.9","90-100","051","864"
"MS","B - Black","90-100","90-100","032","860"
"MS","B - Black","0-9.9","80-89.9","032","858"
"MS","B - Black","60-69.9","90-100","067","856"
"MS","B - Black","60-69.9","90-100","070","855"
"MS","W - White","70-79.9","0-9.9","111","854"
"MS","B - Black","70-79.9","90-100","071","853"
"MS","W - White","80-89.9","0-9.9","022","851"
"MS","B - Black","0-9.9","80-89.9","051","850"
"MS","W - White","80-89.9","0-9.9","063","843"
"MS","B - Black","60-69.9","90-100","042","840"
"MS","W - White","90-100","0-9.9","079","839"
"MS","B - Black","60-69.9","90-100","029","838"
"MS","W - White","70-79.9","0-9.9","078","833"
"MS","B - Black","70-79.9","90-100","094","833"
"MS","B - Black","90-100","90-100","067","832"
"MS","W - White","60-69.9","0-9.9","077","831"
"MS","B - Black","0-9.9","90-100","038","827"
"MS","W - White","70-79.9","0-9.9","048","825"
"MS","W - White","70-79.9","0-9.9","056","824"
"MS","B - Black","70-79.9","90-100","096","818"
"MS","B - Black","70-79.9","90-100","030","816"
"MS","B - Black","70-79.9","90-100","050","812"
"MS","W - White","70-79.9","0-9.9","037","810"
"MS","W - White","90-100","0-9.9","063","809"
"MS","B - Black","0-9.9","80-89.9","119","801"
"MS","B - Black","70-79.9","90-100","032","801"
"MS","B - Black","90-100","90-100","051","800"
"MS","B - Black","10-19.9","90-100","057","799"
"MS","W - White","70-79.9","0-9.9","122","799"
"MS","B - Black","70-79.9","90-100","047","797"
"MS","W - White","70-79.9","0-9.9","035","796"
"MS","W - White","80-89.9","0-9.9","045","796"
"MS","B - Black","60-69.9","90-100","057","796"
"MS","W - White","50-59.9","0-9.9","104","795"
"MS","W - White","60-69.9","0-9.9","100","794"
"MS","B - Black","90-100","90-100","005","792"
"MS","B - Black","10-19.9","90-100","051","789"
"MS","B - Black","90-100","90-100","057","789"
"MS","B - Black","50-59.9","90-100","065","788"
"MS","W - White","60-69.9","0-9.9","109","787"
"MS","B - Black","80-89.9","90-100","016","775"
"MS","W - White","60-69.9","0-9.9","044","775"
"MS","B - Black","70-79.9","90-100","066","774"
"MS","W - White","60-69.9","0-9.9","092","774"
"MS","B - Black","70-79.9","90-100","005","773"
"MS","W - White","40-49.9","0-9.9","028","772"
"MS","W - White","60-69.9","0-9.9","002","769"
"MS","W - White","60-69.9","0-9.9","060","768"
"MS","W - White","70-79.9","0-9.9","054","765"
"MS","W - White","90-100","0-9.9","036","764"
"MS","B - Black","40-49.9","90-100","065","761"
"MS","W - White","60-69.9","0-9.9","087","760"
"MS","W - White","70-79.9","0-9.9","034","760"
"MS","W - White","70-79.9","0-9.9","120","759"
"MS","W - White","70-79.9","0-9.9","039","757"
"MS","B - Black","90-100","90-100","042","753"
"MS","B - Black","70-79.9","90-100","009","753"
"MS","W - White","60-69.9","0-9.9","003","752"
"MS","W - White","70-79.9","0-9.9","121","750"
"MS","W - White","60-69.9","0-9.9","079","749"
"MS","W - White","80-89.9","0-9.9","020","747"
"MS","W - White","90-100","0-9.9","085","746"
"MS","W - White","60-69.9","0-9.9","024","745"
"MS","W - White","70-79.9","0-9.9","061","744"
"MS","W - White","10-19.9","0-9.9","001","744"
"MS","W - White","60-69.9","0-9.9","116","743"
"MS","W - White","80-89.9","0-9.9","085","743"
"MS","B - Black","0-9.9","80-89.9","103","742"
"MS","W - White","60-69.9","0-9.9","004","742"
"MS","W - White","60-69.9","0-9.9","014","742"
"MS","W - White","80-89.9","0-9.9","016","741"
"MS","B - Black","90-100","90-100","098","740"
"MS","W - White","70-79.9","0-9.9","097","738"
"MS","B - Black","0-9.9","90-100","068","738"
"MS","W - White","60-69.9","0-9.9","008","737"
"MS","W - White","60-69.9","0-9.9","019","736"
"MS","B - Black","0-9.9","90-100","009","735"
"MS","B - Black","50-59.9","90-100","070","735"
"MS","W - White","50-59.9","0-9.9","107","735"
"MS","W - White","80-89.9","0-9.9","076","733"
"MS","W - White","60-69.9","0-9.9","106","729"
"MS","W - White","50-59.9","0-9.9","001","728"
"MS","B - Black","60-69.9","90-100","069","728"
"MS","W - White","0-9.9","0-9.9","001","727"
"MS","W - White","80-89.9","0-9.9","043","727"
"MS","B - Black","70-79.9","90-100","011","726"
"MS","B - Black","0-9.9","90-100","029","725"
"MS","B - Black","70-79.9","90-100","098","725"
"MS","W - White","70-79.9","0-9.9","114","724"
"MS","W - White","60-69.9","0-9.9","074","723"
"MS","W - White","60-69.9","0-9.9","093","722"
"MS","B - Black","20-29.9","90-100","026","717"
"MS","B - Black","30-39.9","90-100","067","717"
"MS","B - Black","0-9.9","90-100","094","713"
"MS","B - Black","50-59.9","90-100","085","713"
"MS","W - White","60-69.9","0-9.9","108","712"
"MS","B - Black","50-59.9","90-100","042","710"
"MS","B - Black","90-100","90-100","091","708"
"MS","B - Black","60-69.9","90-100","080","705"
"MS","W - White","60-69.9","0-9.9","021","704"
"MS","B - Black","90-100","90-100","068","703"
"MS","W - White","60-69.9","0-9.9","090","703"
"MS","B - Black","90-100","90-100","103","703"
"MS","B - Black","80-89.9","90-100","086","700"
"MS","W - White","80-89.9","0-9.9","096","698"
"MS","W - White","70-79.9","0-9.9","113","697"
"MS","B - Black","30-39.9","90-100","065","696"
"MS","B - Black","10-19.9","90-100","119","696"
"MS","B - Black","10-19.9","90-100","030","694"
"MS","B - Black","70-79.9","90-100","022","693"
"MS","B - Black","50-59.9","90-100","051","692"
"MS","B - Black","70-79.9","90-100","038","692"
"MS","W - White","60-69.9","0-9.9","018","692"
"MS","B - Black","40-49.9","90-100","070","692"
"MS","W - White","60-69.9","0-9.9","058","691"
"MS","B - Black","80-89.9","90-100","078","689"
"MS","B - Black","40-49.9","90-100","067","686"
"MS","W - White","80-89.9","0-9.9","012","685"
"MS","W - White","60-69.9","0-9.9","089","684"
"MS","B - Black","0-9.9","80-89.9","067","684"
"MS","B - Black","60-69.9","90-100","096","682"
"MS","W - White","70-79.9","0-9.9","025","682"
"MS","W - White","50-59.9","0-9.9","095","682"
"MS","B - Black","50-59.9","90-100","029","682"
"MS","W - White","70-79.9","0-9.9","112","681"
"MS","B - Black","70-79.9","90-100","049","681"
"MS","B - Black","60-69.9","90-100","027","676"
"MS","W - White","70-79.9","0-9.9","013","675"
"MS","B - Black","0-9.9","80-89.9","049","675"
"MS","W - White","10-19.9","0-9.9","028","674"
"MS","B - Black","10-19.9","90-100","032","673"
"MS","W - White","70-79.9","0-9.9","086","673"
"MS","W - White","90-100","0-9.9","096","668"
"MS","W - White","70-79.9","0-9.9","046","668"
"MS","W - White","50-59.9","0-9.9","062","665"
"MS","B - Black","70-79.9","90-100","026","665"
"MS","W - White","60-69.9","0-9.9","015","665"
"MS","W - White","80-89.9","0-9.9","066","664"
"MS","W - White","90-100","0-9.9","045","662"
"MS","B - Black","10-19.9","90-100","103","662"
"MS","W - White","70-79.9","0-9.9","017","660"
"MS","W - White","50-59.9","0-9.9","105","660"
"MS","B - Black","70-79.9","90-100","055","659"
"MS","W - White","50-59.9","0-9.9","088","659"
"MS","W - White","10-19.9","0-9.9","062","658"
"MS","B - Black","90-100","90-100","026","658"
"MS","B - Black","10-19.9","90-100","038","657"
"MS","W - White","60-69.9","0-9.9","059","656"
"MS","W - White","60-69.9","0-9.9","099","653"
"MS","B - Black","70-79.9","90-100","036","652"
"MS","B - Black","10-19.9","90-100","009","650"
"MS","W - White","90-100","0-9.9","066","647"
"MS","B - Black","10-19.9","90-100","085","645"
"MS","B - Black","70-79.9","90-100","119","643"
"MS","B - Black","20-29.9","90-100","103","641"
"MS","W - White","80-89.9","0-9.9","030","641"
"MS","W - White","60-69.9","0-9.9","023","641"
"MS","W - White","90-100","90-100","073","639"
"MS","W - White","60-69.9","0-9.9","122","638"
"MS","W - White","80-89.9","0-9.9","027","635"
"MS","B - Black","60-69.9","90-100","031","635"
"MS","B - Black","90-100","90-100","009","635"
"MS","B - Black","50-59.9","90-100","067","635"
"MS","B - Black","60-69.9","90-100","032","633"
"MS","W - White","80-89.9","0-9.9","036","632"
"MS","B - Black","20-29.9","90-100","119","632"
"MS","B - Black","80-89.9","90-100","046","630"
"MS","W - White","80-89.9","0-9.9","050","629"
"MS","B - Black","80-89.9","90-100","034","629"
"MS","W - White","50-59.9","0-9.9","008","629"
"MS","B - Black","0-9.9","90-100","036","626"
"MS","W - White","60-69.9","0-9.9","081","626"
"MS","B - Black","80-89.9","90-100","053","624"
"MS","B - Black","70-79.9","90-100","045","624"
"MS","W - White","60-69.9","0-9.9","078","624"
"MS","B - Black","30-39.9","90-100","070","623"
"MS","B - Black","60-69.9","90-100","103","623"
"MS","B - Black","80-89.9","90-100","077","623"
"MS","W - White","60-69.9","0-9.9","075","622"
"MS","B - Black","50-59.9","90-100","057","621"
"MS","B - Black","20-29.9","90-100","051","619"
"MS","W - White","20-29.9","0-9.9","028","618"
"MS","B - Black","60-69.9","90-100","030","617"
"MS","W - White","0-9.9","10-19.9","122","616"
"MS","B - Black","40-49.9","90-100","069","614"
"MS","B - Black","20-29.9","90-100","057","613"
"MS","B - Black","60-69.9","90-100","091","611"
"MS","B - Black","60-69.9","90-100","076","611"
"MS","B - Black","60-69.9","90-100","047","609"
"MS","W - White","50-59.9","0-9.9","024","609"
"MS","W - White","20-29.9","0-9.9","062","609"
"MS","W - White","60-69.9","0-9.9","084","607"
"MS","B - Black","90-100","90-100","049","607"
"MS","W - White","90-100","0-9.9","002","606"
"MS","W - White","90-100","0-9.9","016","605"
"MS","B - Black","0-9.9","80-89.9","071","604"
"MS","B - Black","0-9.9","90-100","071","604"
"MS","B - Black","30-39.9","90-100","069","603"
"MS","W - White","70-79.9","0-9.9","010","602"
"MS","W - White","70-79.9","0-9.9","101","600"
"MS","W - White","70-79.9","0-9.9","118","599"
"MS","B - Black","0-9.9","90-100","072","599"
"MS","W - White","60-69.9","0-9.9","053","598"
"MS","B - Black","50-59.9","90-100","069","597"
"MS","B - Black","90-100","90-100","050","597"
"MS","B - Black","80-89.9","90-100","075","595"
"MS","B - Black","60-69.9","90-100","072","595"
"MS","W - White","10-19.9","0-9.9","015","591"
"MS","W - White","50-59.9","0-9.9","002","591"
"MS","W - White","80-89.9","90-100","073","590"
"MS","B - Black","0-9.9","90-100","085","590"
"MS","W - White","10-19.9","0-9.9","105","589"
"MS","W - White","80-89.9","0-9.9","098","587"
"MS","W - White","50-59.9","0-9.9","092","584"
"MS","W - White","60-69.9","0-9.9","035","583"
"MS","B - Black","90-100","90-100","082","580"
"MS","B - Black","20-29.9","90-100","085","579"
"MS","W - White","60-69.9","0-9.9","034","578"
"MS","B - Black","60-69.9","90-100","098","577"
"MS","B - Black","60-69.9","90-100","011","577"
"MS","W - White","70-79.9","0-9.9","117","576"
"MS","B - Black","60-69.9","90-100","094","576"
"MS","B - Black","0-9.9","90-100","041","576"
"MS","W - White","50-59.9","0-9.9","077","575"
"MS","B - Black","90-100","90-100","030","574"
"MS","B - Black","20-29.9","90-100","032","573"
"MS","B - Black","60-69.9","90-100","036","573"
"MS","W - White","0-9.9","0-9.9","015","573"
"MS","W - White","70-79.9","0-9.9","007","572"
"MS","B - Black","80-89.9","90-100","100","572"
"MS","W - White","90-100","90-100","010","572"
"MS","W - White","80-89.9","90-100","010","572"
"MS","B - Black","0-9.9","90-100","031","571"
"MS","W - White","50-59.9","0-9.9","108","571"
"MS","B - Black","70-79.9","90-100","082","571"
"MS","W - White","50-59.9","0-9.9","015","568"
"MS","B - Black","70-79.9","90-100","068","568"
"MS","W - White","60-69.9","0-9.9","083","568"
"MS","B - Black","90-100","90-100","096","567"
"MS","B - Black","0-9.9","80-89.9","050","566"
"MS","W - White","60-69.9","0-9.9","037","565"
"MS","B - Black","70-79.9","90-100","041","565"
"MS","W - White","50-59.9","0-9.9","014","563"
"MS","B - Black","20-29.9","90-100","042","563"
"MS","B - Black","0-9.9","90-100","049","563"
