"Geography/Registration Address/Voter File Source State","Demographics/Individual/Ethnicity/VoterBase Race","Voting/Voting Behavior/TSP - Mid-Term General Turnout Score Bucket","Issues/Modeled/TSP - Partisan Score Bucket","Geography/Registration Address/Voter File State House District","All Record Count"
"PA","W - White","90-100","90-100","023","8,589"
"PA","W - White","90-100","0-9.9","037","8,303"
"PA","W - White","90-100","0-9.9","097","7,634"
"PA","W - White","90-100","90-100","038","7,616"
"PA","W - White","90-100","0-9.9","093","6,974"
"PA","W - White","90-100","0-9.9","056","6,810"
"PA","W - White","90-100","90-100","025","6,324"
"PA","W - White","90-100","0-9.9","041","6,323"
"PA","W - White","90-100","90-100","036","6,106"
"PA","W - White","80-89.9","0-9.9","037","5,814"
"PA","W - White","90-100","0-9.9","098","5,772"
"PA","W - White","90-100","0-9.9","169","5,701"
"PA","W - White","90-100","90-100","039","5,643"
"PA","W - White","80-89.9","90-100","023","5,572"
"PA","W - White","80-89.9","0-9.9","093","5,412"
"PA","W - White","90-100","0-9.9","043","5,376"
"PA","W - White","90-100","90-100","056","5,241"
"PA","W - White","80-89.9","90-100","036","5,166"
"PA","W - White","90-100","90-100","035","5,164"
"PA","W - White","90-100","90-100","040","5,154"
"PA","W - White","80-89.9","0-9.9","097","5,108"
"PA","W - White","90-100","90-100","096","5,101"
"PA","W - White","80-89.9","0-9.9","169","5,027"
"PA","W - White","90-100","0-9.9","040","4,891"
"PA","W - White","90-100","0-9.9","039","4,882"
"PA","W - White","90-100","0-9.9","100","4,825"
"PA","W - White","80-89.9","0-9.9","056","4,805"
"PA","W - White","90-100","0-9.9","094","4,745"
"PA","W - White","80-89.9","90-100","038","4,739"
"PA","W - White","80-89.9","0-9.9","100","4,519"
"PA","W - White","80-89.9","90-100","024","4,484"
"PA","W - White","90-100","0-9.9","096","4,442"
"PA","W - White","90-100","0-9.9","099","4,319"
"PA","W - White","90-100","90-100","041","4,263"
"PA","W - White","80-89.9","90-100","025","4,251"
"PA","W - White","80-89.9","0-9.9","043","4,158"
"PA","W - White","80-89.9","0-9.9","098","4,153"
"PA","W - White","80-89.9","0-9.9","041","4,118"
"PA","W - White","80-89.9","90-100","096","4,005"
"PA","W - White","90-100","90-100","024","4,002"
"PA","W - White","90-100","0-9.9","025","3,975"
"PA","W - White","80-89.9","0-9.9","094","3,875"
"PA","W - White","90-100","0-9.9","038","3,707"
"PA","W - White","40-49.9","90-100","023","3,676"
"PA","W - White","80-89.9","90-100","035","3,675"
"PA","W - White","30-39.9","90-100","023","3,631"
"PA","W - White","90-100","90-100","097","3,589"
"PA","W - White","80-89.9","0-9.9","099","3,578"
"PA","W - White","90-100","90-100","037","3,476"
"PA","B - Black","80-89.9","90-100","024","3,420"
"PA","W - White","90-100","90-100","093","3,414"
"PA","W - White","80-89.9","0-9.9","039","3,374"
"PA","W - White","80-89.9","90-100","021","3,356"
"PA","W - White","80-89.9","90-100","056","3,226"
"PA","W - White","80-89.9","90-100","019","3,198"
"PA","W - White","90-100","90-100","034","3,197"
"PA","W - White","80-89.9","90-100","039","3,191"
"PA","W - White","80-89.9","90-100","040","3,092"
"PA","W - White","90-100","90-100","019","3,088"
"PA","W - White","90-100","90-100","021","3,070"
"PA","W - White","80-89.9","0-9.9","096","3,010"
"PA","B - Black","90-100","90-100","024","2,981"
"PA","W - White","70-79.9","0-9.9","169","2,920"
"PA","W - White","70-79.9","0-9.9","093","2,887"
"PA","W - White","80-89.9","90-100","041","2,887"
"PA","W - White","70-79.9","0-9.9","037","2,875"
"PA","W - White","80-89.9","0-9.9","040","2,827"
"PA","B - Black","80-89.9","90-100","019","2,818"
"PA","W - White","70-79.9","90-100","023","2,789"
"PA","W - White","90-100","90-100","027","2,758"
"PA","W - White","80-89.9","90-100","097","2,736"
